,company_id,company_name,description,job_id,job_title,locations,locations_count,publish_date,summary
1,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's projects, like our users, span the globe and require managers to keep the big picture in focus while being able to dive into the unique engineering challenges we face daily. As a Technical Program Manager at Google, you lead complex, multi-disciplinary engineering projects using your engineering expertise. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating them to project stakeholders. You're equally at home explaining your team's analyses and recommendations to executives as you are discussing the technical trade-offs in product development with engineers. Using your extensive technical and leadership expertise, you manage various Engineering-specific programs and teams.</p>

<p>As a Capacity Planning Lead, you'll lead complex, multi-disciplinary engineering projects, plan requirements with internal customers, and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks, and clearly communicating them to project stakeholders. You'll be comfortable explaining your team's analyses and recommendations to executives and discussing the technical trade-offs in product development with engineers. Using your extensive technical and leadership expertise, you'll manage various Engineering-specific programs and teams.</p><p>Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers and developers see the benefits of our technology come to life.</p>",jobs/90085667641402054,"Capacity Planning Lead, Cloud Services","['Sunnyvale, CA, USA']",1,2019-12-30T21:01:21.119Z,"<ul>
<li>Bachelor's degree in Business, Supply Chain, Industrial or Mechanical Engineering, or equivalent practical experience.</li>
<li>10 years of experience in program management. 5 years of direct people management experience.</li>
<li>Experience in planning, demand forecasting and inventory optimization (setting goals, defining inventory), and infrastructure.</li>
<li>Experience in supply chain operations or manufacturing within tech/retail industries.</li>
</ul>"
2,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>The Google Cloud Platform team helps customers transform and evolve their business through the use of Google’s global network, web-scale data centers and software infrastructure. As part of an entrepreneurial team in this rapidly growing business, you will help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.</p>
<p>The Google Cloud technical support team resolves customer support cases. We also work to improve the supportability of Google Cloud services so that we can solve cases faster and also have fewer cases. The challenges of improving supportability have led us to develop several tools and best practices, which we call ""Supportability Engineering."" See our <a href=""https://cloud.google.com/blog/products/gcp/developing-supportability-for-a-public-cloud"">blog post</a>.
</p><p>
The goal of Supportability Engineering is to manage the total effort required from customers, support teams, and engineering teams to support products. The Supportability Tech Leads (STLs) are senior engineers who drive supportability in Google Cloud. In this role, you will be on the lookout for systemic issues that cause extra effort for customers.  
</p><p>
You will identify solutions, which may be engineering projects, training initiatives, or documentation improvements, then you will be responsible for driving implementation across several Google Cloud teams. As stewards of the technical quality of Google Cloud support, STLs are responsible for developing the technical skills of the team and addressing the most impactful challenges in supportability engineering.</p><p>Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers and developers see the benefits of our technology come to life.</p>",jobs/141010731098088134,"Supportability Tech Lead, Google Cloud","['Sunnyvale, CA, USA', 'Austin, TX, USA', 'Kirkland, WA, USA', 'New York, NY, USA', 'Seattle, WA, USA', 'San Francisco, CA, USA']",6,2020-02-26T01:04:45.129Z,"<ul>
<li>Bachelor's degree in Science, Technology, Engineering, Mathematics, or equivalent practical experience.</li>
<li>10 years of relevant industry experience.
</li>
<li>5 years of experience troubleshooting distributed systems using low level techniques like source code analysis and packet captures.
</li>
<li>Experience influencing senior engineering leadership and advancing critical customer issues.</li>
</ul>"
3,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>As the Director of Trust and Safety User, Content and Engagement (UCE),  your primary responsibility will be to manage global teams that provide abuse protection and policy enforcement support across a range of Google’s user generated content (UGC) products. Expertise from these teams is used to prevent abuse by informing product design, driving analytical solutions, influencing consumer trust, and driving impact and operational metrics to manage current and future abuse fighting operations. In this role, you will partner with many teams across Google, including Engineering, Product and other Trust and Safety teams. While pre-existing domain expertise across all areas is not expected, you are a thought leader in your space who has the ability to work globally across a number of offices and stakeholders through effective relationship building, influencing, and communication skills. You demonstrate analytical thinking through data-driven decision making, technical know-how, charisma, and ability to lead your team to get things done for Google, our users, and partners.</p><p>At Google we work hard to earn our users’ trust every day. Trust &amp; Safety is Google’s team of abuse fighting and user trust experts working daily to make the internet a safer place. We partner with teams across Google to deliver bold solutions in abuse areas such as malware, spam and account hijacking. A diverse team of Analysts, Policy Specialists, Engineers, and Program Managers, we work to reduce risk and fight abuse across all of Google’s products, protecting our users, advertisers, and publishers across the globe in over 40 languages.</p>",jobs/90947071340618438,"Director, User, Content and Engagement, Trust and Safety","['Sunnyvale, CA, USA']",1,2020-02-25T21:31:28.541Z,"<ul>
<li>Bachelor’s degree or equivalent practical experience.
</li>
<li>15 years of experience working in the tech industry and/or a relevant research/analytical field.
</li>
<li>5 years of experience as a global people manager addressing risk, fraud, abuse, and/or trust and safety issues.
</li>
<li>Ability to travel internationally as required.
</li>
</ul>"
4,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>At Google, User Experience Researchers (UXRs) help everyone focus on the user. In this role, you will create understanding and empathy around user needs, stated and unstated, for your entire product team including designers, product managers, and engineers. You will do so by conducting primary research, exploring the behaviors and motivations of our users through methods like field visits, ethnography, surveys, usability testing, and logs analysis. Your research will help us create useful, usable, and delightful new products and features for people as well as continually innovating on our existing products. You’ll inspire change at all stages of product development by delivering compelling, written, in-person and visual presentations on your findings.<br><br>The UXR community at Google is unique. As part of our group, you will have the chance to work not only with the other UXRs on your immediate team but to work and learn from UXRs across the company through regular in-person meetups, established mentorship programs, access to our internal research tools, and 20% projects. Google is a place where UXRs can do their best work.</p>
<p>The Customer and Partner Experience team represents Cloud’s collective customers across various industries and global regions to ensure the broader organization is unified in resolving customer challenges. The team works with customer data (obtained via surveys, roundtables, customer gatherings, etc.) and uses it to identify and alleviate customers’ biggest challenges in working with GCP. 

You are a researcher to own a variety of survey and feedback tools, including touchpoint feedback gathering mechanisms and longitudinal initiatives that encompass Google Cloud products across all segments and all regions for Cloud Customer Experience. </p><p>Google Cloud helps millions of employees and organizations empower their employees, serve their customers, and build what’s next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. And our teams are dedicated to helping our customers and developers see the benefits of our technology come to life.</p>",jobs/95076403088630470,"Survey Researcher, Google Cloud Customer and Partner Experience","['Sunnyvale, CA, USA']",1,2020-02-25T15:31:38.553Z,"<ul>
<li>Bachelor's degree in Computer Science, Human-Computer Interaction, Cognitive Science, Experimental Psychology, Anthropology, Information Science or related field.</li>
<li>4 years of relevant work experience.</li>
</ul>"
5,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>The overall mission of the Core Data organization is to 'Unlock the Power of Google's Data.' Our Technical Program Managers (TPMs) are critical to the organization’s ability to drive and execute on that mission. </p>

<p>The TPMs in Core Data define, manage and lead complex projects in the Core Data space. They plan requirements with internal customers and drive projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating goals to project stakeholders.</p>

<p>As the TPM Director of the Core Data Project Management Organization (PMO) team, you will work closely with Engineering, Product Management and Operations within the Core Data team and across all of Core Systems, as well as often coordinating more broadly with partner product areas, including Ads, Knowledge and Cloud. 
</p><p>Google is and always will be an engineering company. We hire people with a broad set of technical skills who are ready to take on some of technology's greatest challenges and make an impact on millions, if not billions, of users. At Google, engineers not only revolutionize search, they routinely work on massive scalability and storage solutions, large-scale applications and entirely new platforms for developers around the world. From Google Ads to Chrome, Android to YouTube, Social to Local, Google engineers are changing the world one technological achievement after another.</p>",jobs/79983021408559814,"Director, Program Management, Core Data","['Mountain View, CA, USA']",1,2019-12-23T15:31:48.359Z,"<ul>
<li>Bachelor's degree in Engineering, Computer Science or equivalent practical experience.
</li>
<li>10 years of experience in leading teams and managing technical projects in a software engineering domain.
</li>
<li>Experience working with infrastructure, data and systems.
</li>
</ul>"
6,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>The Data Center team designs and operates some of the most sophisticated electrical engineering, mechanical engineering and HVAC systems in the world. Facilities Technicians at Google data centers operate, monitor and support physical facilities conditions. Some of these duties will include heating and cooling of air and water, power supply, generators, UPS systems, electrical distribution and control and monitoring systems. You regularly help inspect, maintain and repair various data center systems such as piping and non-critical electrical or mechanical system components). You provide daily assistance to senior technicians as you read blueprints/schematics, conduct tours of systems and assess their working order.<br><br>As a master of best-in-class practices, you develop creative approaches to reducing operational costs while improving overall data center efficiency. You ensure that environmental and safety standards are consistently met, identifying problems and making repairs quickly In emergency situations or abnormal conditions, you manage data center performance issues and outages to minimize the recovery time from failures.</p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google&#39;s product portfolio possible. We&#39;re proud to be our engineers&#39; engineers and love voiding warranties by taking things apart so we can rebuild them. We&#39;re always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/95169063694541510,Data Center Facilities Technician,"['Moncks Corner, SC 29461, USA']",1,2019-12-16T18:01:10.316Z,"<ul>
<li>2 years of experience at the journey level in commercial or heavy industrial HVAC.</li>
<li>Ability to lift and move 50 lbs of equipment and work on platforms, ladders and under raised floors.</li>
<li>Ability to work on weekends and holidays.</li>
</ul>"
7,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"The Data Center team designs and operates some of the most sophisticated electrical engineering, mechanical engineering and HVAC systems in the world. Facilities Technicians at Google data centers operate, monitor and support physical facilities conditions. Some of these duties will include heating and cooling of air and water, power supply, generators, UPS systems, electrical distribution and control and monitoring systems. You regularly help inspect, maintain and repair various data center systems such as piping and non-critical electrical or mechanical system components). You provide daily assistance to senior technicians as you read blueprints/schematics, conduct tours of systems and assess their working order.<br><br>As an advocate for best practices, you develop creative approaches to reducing operational costs while improving overall data center efficiency. You ensure that environmental and safety standards are consistently met, identifying problems and making repairs quickly. In emergency situations or abnormal conditions, you manage data center performance issues and outages to minimize the recovery time from failures.<p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We're always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/138219754285343430,Data Center Facilities Technician,"['Austell, GA, USA']",1,2019-11-20T20:33:26.113Z,"<ul>
<li>Associate's degree, trade school certification, verifiable training in a relevant technical field, or equivalent practical experience.</li>
<li>2 years of experience as a journeyman or technician or mechanical/HVAC and/or electrical experience.</li>
<li>Ability to lift/move 50 lbs of equipment and work on platforms, ladders, and under raised floors.</li>
<li>Ability to work weekends/holidays.</li>
</ul>"
8,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google&#39;s projects, like our users, span the globe and require managers to keep the big picture in focus. As a Program Manager at Google, you lead complex, multi-disciplinary projects. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating goals to project stakeholders. Your projects often span offices, time zones and hemispheres, and it&#39;s your job to keep all the players coordinated on the project&#39;s progress and deadlines.</p>

<p>As a Business Operations Program Manager for the Global Data Center team, you are a data driven problem solver who can drive strategy and operations and develop data center infrastructure recommendations. You are a thought partner to senior leaders to effectively deliver innovative and actionable solutions for complex business and organization issues. You&#39;re a well-rounded with the ability to &quot;crunch the numbers&quot; one minute and critically think through strategic issues the next. Lastly, you are a self starter with a high degree of rigor, organization, and discipline to get things done.</p><p>Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google&#39;s product portfolio possible. We&#39;re proud to be our engineers&#39; engineers and love voiding warranties by taking things apart so we can rebuild them. We&#39;re always on call to keep our networks up and running, ensuring our users have the best and fastest experience possible.</p>",jobs/73214015511110342,"Business Operations Program Manager, Global Data Center","['Sunnyvale, CA, USA']",1,2019-11-19T22:31:36.738Z,"<ul>
<li>BA/BS degree in a quantitative discipline (Finance, Economics, Statistics, Science, or Engineering) or equivalent practical experience.</li>
<li>5 years of relevant work experience and/or experience in a Management Consulting role.</li>
<li>Experience in creating strategy roadmaps, assessing ROI, forecasting and conducting quarterly business reviews.</li>
<li>Experience with global business operations.</li>
</ul>"
9,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's Chrome OS lab is critical to Google - it is used for continuous testing, major automated test suites, and Chrome release qualification. We add new devices to the lab every week.</p>

<p>As Lab Operations Manager, you will play a key role in both ensuring high availability in the current lab, as well as planning for future labs. The position offers good growth opportunities as we continue to add more space and locations. </p>",jobs/119255592167449286,"Lab Operations Manager, Google Chrome","['Mountain View, CA, USA']",1,2020-02-20T17:01:51.025Z,"<ul>
<li>2 years of experience managing lab technicians, hardware test engineers, or contractors working in a lab set up.
</li>
<li>2 years of hands-on experience racking servers, handling devices and other lab equipment.</li>
</ul>"
10,projects/gweb-careers-proto/companies/ebbbf0d1-8121-483c-8f99-ee92597591fc,Google,"<p>Google's projects, like our users, span the globe and require managers to keep the big picture in focus. As a Program Manager at Google, you lead complex, multi-disciplinary projects. You plan requirements with internal customers and usher projects through the entire project lifecycle. This includes managing project schedules, identifying risks and clearly communicating goals to project stakeholders. Your projects often span offices, time zones and hemispheres, and it's your job to keep all the players coordinated on the project's progress and deadlines.</p>
<p>As a Design Program Manager, you will manage projects through the design process by coordinating the work of Industrial Designers,  Researchers, Engineers, Operations and Manufacturing. In this role, you’ll combine expert project management skills with a passion for industrial design, color material and finishes and sustainability to help our teams design products. You’ll work cross-functionally to plan projects, define milestones, assign resources, assess risks, and help projects meet deadlines. As a Design Program Manager, you will also manage all project-related communications to team members, leaders and other stakeholders. </p><p>Google's mission is to organize the world's information and make it universally accessible and useful. Our Devices &amp; Services team combines the best of Google AI, Software, and Hardware to create radically helpful experiences for users. We research, design, and develop new technologies and hardware to make our user's interaction with computing faster, seamless, and more powerful. Whether finding new ways to capture and sense the world around us, advancing form factors, or improving interaction methods, the Devices &amp; Services team is making people's lives better through technology.</p>",jobs/115545742224827078,"Design Program Manager, Materials","['Mountain View, CA, USA']",1,2020-02-19T22:31:47.987Z,"<ul>
<li>Bachelor's degree or equivalent practical experience.</li>
<li>5 years of experience managing industrial design, creative, color/material/finish or sustainability projects.</li>
</ul>"
