,country,subCategory,industry,title,multi_location,type,orgFunction,experience,locale,multi_location_array,jobSeqNo,postedDate,searchresults_display,descriptionTeaser,dateCreated,state,targetLevel,jd_display,reqId,badge,jobId,isMultiLocation,jobVisibility,mostpopular,location,category,locationLatlong
12,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",803443,2020-03-04T06:49:00,,"The Direct3D team is responsible for the industry leading graphics API, Direct3D 12. Our significant investment in this API will continue beyond Windows 10 as the Direct3D team delivers solutions to a",2020-03-04T20:46:35.262000,Washington,62,,,,803443,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
13,United States,Technical Delivery,,Technical Delivery Manager,"['Other, Other, United States', 'New York, New York, United States', 'Chicago, Illinois, United States', 'Dallas, Texas, United States']",,,Experienced professionals,en_us,"[{'location': 'Other, Other, United States'}, {'location': 'New York, New York, United States'}, {'location': 'Chicago, Illinois, United States'}, {'location': 'Dallas, Texas, United States'}]",799016,2020-03-04T15:57:00,,"The TDM is accountable for a team of highly specialized Premier Field Engineers and Consultants who serve as advisors driving successful delivery for Data and AI.In addition, TDMs will collaborate",2020-03-04T16:00:35.004000,Other,65,,,,799016,True,['external'],0.0,"Other, Other, United States",Services,
14,United States,Customer Success Technology Solutions,,Cloud Solution Architect - Private Equity,"['San Francisco, California, United States', 'New York, New York, United States']",,,Experienced professionals,en_us,"[{'location': 'San Francisco, California, United States'}, {'location': 'New York, New York, United States'}]",798575,2020-03-04T16:17:00,,"Would you like to own relationships with the Private Equity (PE) community, influence decision makers, and lead strategy discussions around technology deployment for PE-backed companies? Do you have",2020-03-04T16:18:13.825000,California,63,,,,798575,True,['external'],0.0,"San Francisco, California, United States",Customer Success,
15,United States,Content Publishing,,Dev Writer 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",787879,2020-03-04T16:10:00,,Do you want to help impact billions of people worldwide? Do you love to code and write? Do you love engaging with community? Do you have a learner mentality? Do you like to mentor and help other,2020-03-04T16:15:08.536000,Washington,61,,,,787879,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
16,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",783686,2020-03-04T15:50:00,,"The advent of many emergent technological trends like hardware-rooted trust, 5G networks, block chains and distributed ledgers, ubiquitous sensors and drones, autonomous systems, etc. has reached the",2020-03-04T15:52:54.633000,Washington,61,,,,783686,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
17,India,Program Management,,Principal Program Manager,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",763238,2020-03-04T17:03:00,,Are you looking for a product engineering role where you get to directly interact with customers and partners driving impact with them every day? Do you excel at working directly with both customers,2020-03-04T17:11:40.424000,Telangana,65,,,,763238,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
18,Mexico,Partner Account Management,,Partner Sales Executive,"['Mexico City, México, Mexico']",,,Experienced professionals,en_us,"[{'location': 'Mexico City, México, Mexico'}]",799347,2020-03-04T17:16:00,,"This role is a key to Microsoft&rsquo;s Consumer Device Sales (CDS) Distribution and Channel strategy to build, market and accelerate sales of winning portfolio of Windows 10 devices, Microsoft",2020-03-04T17:22:08.795000,México,57,,,,799347,True,['external'],0.0,"Mexico City, México, Mexico",Sales,
19,United States,Hardware Development Engineering,,Performance Modeling Manager,"['Raleigh, North Carolina, United States']",,,Experienced professionals,en_us,"[{'location': 'Raleigh, North Carolina, United States'}]",799266,2020-03-04T16:59:00,,"Microsoft&rsquo;s hardware teams incubate advanced technologies and build deep partnerships with internal research, product planning, and marketing teams. Microsoft ships tens of millions of hardware",2020-03-04T17:12:04.554000,North Carolina,65,,,,799266,True,['external'],0.0,"Raleigh, North Carolina, United States",Hardware Engineering,
20,United States,Fin Plan & Analysis & Controllership,,Finance Manager – Reporting,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",783764,2020-01-28T02:19:00,,"Global Financial Services (GFS) support the digital transformation journey of Microsoft&rsquo;s customers, partners &amp; vendors by providing competitive credit and payment solutions to support",2020-01-28T02:35:00.426000,Georgia,61,,,,783764,True,['external'],0.0,"Atlanta, Georgia, United States",Finance,
21,Czech Republic,Customer Success Technology Solutions,,Cloud Solution Architect,"['Prague, Prague, Czech Republic']",,,Experienced professionals,en_us,"[{'location': 'Prague, Prague, Czech Republic'}]",803870,2020-03-04T12:05:00,,"Azure is the most comprehensive, innovative and flexible cloud platform today and Microsoft is hiring professionals that will drive customer cloud adoption within the most important companies in the",2020-03-04T12:12:36.319000,Prague,61,,,,803870,True,['external'],0.0,"Prague, Prague, Czech Republic",Customer Success,
22,India,Software Engineering,,Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",797659,2020-03-02T06:47:00,,"Microsoft provides career growth opportunities, and a rewarding, flexible work environment so you can better integrate professional and personal life. Microsoft employees make global impact on",2020-03-04T11:57:32.018000,Telangana,60,,,,797659,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
23,India,Product Marketing,,Category Management Lead,"['Bangalore, Karnataka, India']",,,Experienced professionals,en_us,"[{'location': 'Bangalore, Karnataka, India'}]",803237,2020-03-04T11:33:00,,"The Microsoft Enterprise Services organization is dedicated to helping our customers to adapt digitally, to enable outcomes and empower their organizations to achieve more. The Category Management",2020-03-04T11:34:32.057000,Karnataka,64,,,,803237,True,['external'],0.0,"Bangalore, Karnataka, India",Marketing,
24,United States,Program Management,,Program Manager - Azure Resource Manager,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",798183,2020-03-04T02:34:00,,Azure Resource Manager is a growing API control plane service with multi-billion requests per day for all of Azure and Azure stack services. The Azure Resource Manager (ARM) team within the Azure,2020-03-04T02:36:32.931000,Georgia,60,,,,798183,True,['external'],0.0,"Atlanta, Georgia, United States",Engineering,
25,United States,Design,,Principal Design Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",745255,2019-11-15T21:43:00,,"Looking for a high impact design leadership role helping thousands of organizations grow their businesses? Enjoy helping the team turning user goals and business requirements into simple,",2019-11-15T21:57:38.413000,Washington,65,,,,745255,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
26,United States,Program Management,,Principal Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",593987,2019-09-12T22:06:00,,"Security is a top priority for Microsoft&rsquo;s business, because it is a top concern for our customers. Microsoft has invested deeply to build strong 1st party security capability across Microsoft",2019-09-12T22:36:35.229000,Washington,66,,,,593987,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
27,United States,Account Management,,Strategic Account Executive,"['New York, New York, United States']",,,Experienced professionals,en_us,"[{'location': 'New York, New York, United States'}]",801972,2020-03-04T17:26:00,,"As a company, Microsoft&rsquo;s mission is to empower every person and every organization on the planet to achieve more. Come join us and be one who empowers billions. Be part of a team which values",2020-03-04T17:41:50.078000,New York,65,,,,801972,True,['external'],0.0,"New York, New York, United States",Sales,
28,United States,Software Engineering,,Principal Engineering Manager,"['San Francisco, California, United States']",,,Experienced professionals,en_us,"[{'location': 'San Francisco, California, United States'}]",803421,2020-03-03T22:55:00,,"What is Yammer?Yammer is THE social network for the workplace - used by millions of employees every day to build community and culture, share knowledge, and connect with their leaders and each other.",2020-03-03T22:59:37.392000,California,66,,,,803421,True,['external'],0.0,"San Francisco, California, United States",Engineering,
29,United States,Software Engineering,,Software Engineer 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",802760,2020-03-04T17:56:00,,Microsoft Cloud Supply Chain and Provisioning (CSCP) is a team behind one of the World&rsquo;s largest Cloud Infrastructure responsible for powering all Microsoft Products and Services as well as,2020-03-04T18:03:58.176000,Washington,61,,,,802760,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
30,United States,Software Engineering,,Software Engineer 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",792607,2020-02-11T23:36:00,,"Are you interested in working for one of the most exciting teams in Microsoft? Interested in a start-up like environment, passionate about cloud computing technology and building the next billion",2020-02-12T00:10:36.355000,Washington,62,,,,792607,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
31,United States,Electrical Engineering,,Sr. Signal Integrity Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",802662,2020-03-04T22:24:00,,Are you passionate about developing innovative technologies? The Cryogenic Computing team is chartered to develop technologies and systems necessary to enable practical Quantum Computing as part of,2020-03-04T22:29:33.882000,Washington,64,,,,802662,True,['external'],0.0,"Redmond, Washington, United States",Hardware Engineering,
32,United States,Product Marketing,,Senior Product Marketing Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",802257,2020-03-04T22:34:00,,"Are you a unique marketer? If you are a strategist, technologist, planner, and a marketer then we are looking for you!The Azure Marketing team is seeking a proven marketer to lead one of our exciting",2020-03-04T22:40:32.478000,Washington,64,,,,802257,True,['external'],0.0,"Redmond, Washington, United States",Marketing,
33,United States,Program Management,,Senior Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",804178,2020-03-04T22:34:00,,"We are the team responsible for delivering a modern, fast, collab-first, and adaptive experience for the Office for the Web suite (I.e. Word, Excel, PPT, OneNote and Visio web). We do this in",2020-03-04T22:36:53.491000,Washington,64,,,,804178,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
34,United States,Delivery & Relationship Management,,Technical Account Manager,"['Grand Rapids, Michigan, United States']",,,Experienced professionals,en_us,"[{'location': 'Grand Rapids, Michigan, United States'}]",800873,2020-03-04T21:53:00,,"The TAM oversees a number of key functions to ensure our customers receive the most from their Microsoft Support relationship. As a TAM, you are responsible for the support Services relationship,",2020-03-04T22:13:34.070000,Michigan,62,,,,800873,True,['external'],0.0,"Grand Rapids, Michigan, United States",Services,
35,Romania,Support Engineering,,Support Engineer (SQL Server Migration Project),"['Bucharest, Bucharest, Romania', 'Lisbon, Lisbon, Portugal', 'Amman, Amman, Jordan']",,,Experienced professionals,en_us,"[{'location': 'Bucharest, Bucharest, Romania'}, {'location': 'Lisbon, Lisbon, Portugal'}, {'location': 'Amman, Amman, Jordan'}]",761678,2020-02-28T14:45:00,,"Microsoft SQL Server support is a strategic unit of Microsoft Customer Support Services (CSS). As a Support Engineer, you will represent Microsoft in customer communication via phone, email, or chat",2020-03-05T08:32:41.859000,Bucharest,59,,,,761678,True,['external'],0.0,"Bucharest, Bucharest, Romania",Services,
36,Denmark,Software Engineering,,Software Engineer - Dynamics 365 For Finance & Operations and Supply Chain Management,"['Microsoft Development Center Copenhagen, Capital Region, Denmark']",,,Experienced professionals,en_us,"[{'location': 'Microsoft Development Center Copenhagen, Capital Region, Denmark'}]",792722,2020-03-02T10:02:00,,Dynamics 365 For Finance and Operations &ndash; Supply Chain Management Software Development Engineer   Do you want to play a key part in building a multi-billion-dollar product enabling thousands of,2020-03-05T09:30:32.423000,Capital Region,59,,,,792722,True,['external'],0.0,"Microsoft Development Center Copenhagen, Capital Region, Denmark",Engineering,
37,Japan,Customer Success Technology Solutions,,Cloud Solution Architect (Data & AI),"['Tokyo, Tokyo-to, Japan']",,,Experienced professionals,en_us,"[{'location': 'Tokyo, Tokyo-to, Japan'}]",804379,2020-03-05T09:19:00,,We are looking for a highly motivated and passionate Data Platform &amp; Advanced Analytics/Artificial Intelligence Cloud Solution Architect to drive high priority customer initiatives on the,2020-03-05T09:24:41.193000,Tokyo-to,62,,,,804379,True,['external'],0.0,"Tokyo, Tokyo-to, Japan",Customer Success,
38,Israel,Software Engineering,,Software Engineer - Azure IoT Security (Devices),"['Herzliya, Tel Aviv, Israel']",,,Experienced professionals,en_us,"[{'location': 'Herzliya, Tel Aviv, Israel'}]",796817,2020-02-20T08:17:00,,IoT Security is a new group at Microsoft which is responsible for building advanced security solutions to protect IoT services and devices at global scale on top of Azure. The product combines the,2020-02-20T08:19:32.644000,Tel Aviv,61,,,,796817,True,['external'],0.0,"Herzliya, Tel Aviv, Israel",Engineering,
39,Japan,Support Engineering,,Escalation Engineer,"['Tokyo, Tokyo-to, Japan']",,,Experienced professionals,en_us,"[{'location': 'Tokyo, Tokyo-to, Japan'}]",804196,2020-03-05T08:40:00,,"Do you want to be at the forefront of a growing security deployment security practice within the FastTrack Center ? Do you like working in a fast-paced environment with a team of smart, highly",2020-03-05T08:49:31.739000,Tokyo-to,58,,,,804196,True,['external'],0.0,"Tokyo, Tokyo-to, Japan",Services,
40,India,Data Center Technician,,Data Center Technician,"['Nagpur, Maharashtra, India']",,,Experienced professionals,en_us,"[{'location': 'Nagpur, Maharashtra, India'}]",756958,2019-12-17T08:47:00,,"Microsoft&rsquo;s Cloud Operations &amp; Innovation (CO+I) is the engine that powers our cloud services. As a CO+I Datacenter Technician, you will perform a key role in delivering the core",2019-12-17T08:49:32.145000,Maharashtra,34,,,,756958,True,['external'],0.0,"Nagpur, Maharashtra, India",Data Center,
41,Ireland,Data Center Technician,,Circuit Termination Technician,"['Dublin, Dublin, Ireland']",,,Experienced professionals,en_us,"[{'location': 'Dublin, Dublin, Ireland'}]",803603,2020-03-05T10:23:00,,"Microsoft&rsquo;s Cloud Operations &amp; Innovation (CO+I) is the engine that powers our cloud services. As a CO+I Circuit Termination Technician, you will perform a key role in delivering the core",2020-03-05T10:25:36.407000,Dublin,38,,,,803603,True,['external'],0.0,"Dublin, Dublin, Ireland",Data Center,
42,India,Business Operations & Program Management,,Azure Technical Trainer - Cloud DevOps,"['Bangalore, Karnataka, India']",,,Experienced professionals,en_us,"[{'location': 'Bangalore, Karnataka, India'}]",803321,2020-03-04T03:39:00,,"Do you want to join an exciting, fast paced and innovative team? If you&rsquo;re excited about technology and helping Customers, Partners and external communities learn, if you like to see that",2020-03-04T03:42:33.752000,Karnataka,59,,,,803321,True,['external'],0.0,"Bangalore, Karnataka, India",Business Programs & Operations,
43,Israel,Software Engineering,,Senior Software Engineer for HW Validation team,"['Haifa, Haifa, Israel']",,,Experienced professionals,en_us,"[{'location': 'Haifa, Haifa, Israel'}]",796818,2020-02-19T19:48:00,,Microsoft Azure Storage is a highly distributed cloud storage system designed to serve the entire world. For Azure to scale up along with the growth in data volumes and network speeds we&rsquo;re,2020-02-19T19:51:45.926000,Haifa,63,,,,796818,True,['external'],0.0,"Haifa, Haifa, Israel",Engineering,
44,India,Support Engineering,,Support Engineer,"['Bangalore, Karnataka, India']",,,Experienced professionals,en_us,"[{'location': 'Bangalore, Karnataka, India'}]",715224,2020-02-23T08:39:00,,"Microsoft&rsquo;s Customer Service and Support (CSS) organization supports over 170 Microsoft products, which range from the Consumer to Enterprise customer segments. This includes technical products",2020-03-05T13:49:31.271000,Karnataka,58,,,,715224,True,['external'],0.0,"Bangalore, Karnataka, India",Services,
45,Japan,Business Operations & Program Management,,Engagement Manager - Azure Migration,"['Tokyo, Tokyo-to, Japan']",,,Experienced professionals,en_us,"[{'location': 'Tokyo, Tokyo-to, Japan'}]",758722,2019-12-20T01:47:00,,"Microsoft is a company where passionate innovators come to collaborate, envision what can be, and take their careers to levels they can't achieve anywhere else. This is a world of more possibilities,",2020-03-05T14:13:46.174000,Tokyo-to,64,,,,758722,True,['external'],0.0,"Tokyo, Tokyo-to, Japan",Business Programs & Operations,
46,United States,Delivery & Relationship Management,,"Services Quality Assurance Lead - Business Applications Portfolio, Microsoft Services","['Other, Other, United States']",,,Experienced professionals,en_us,"[{'location': 'Other, Other, United States'}]",773542,2020-01-15T21:37:00,,The Microsoft Services Quality Assurance team (SQA) is responsible for establishing and implementing quality standards for services business practices from both a sales and project engagement,2020-01-15T21:42:33.922000,Other,65,,,,773542,True,['external'],0.0,"Other, Other, United States",Services,
47,India,Business Operations & Program Management,,Azure Technical Trainer - Cloud DevOps,"['Chennai, Tamil Nadu, India']",,,Experienced professionals,en_us,"[{'location': 'Chennai, Tamil Nadu, India'}]",803324,2020-03-03T12:35:00,,"Do you want to join an exciting, fast paced and innovative team? If you&rsquo;re excited about technology and helping Customers, Partners and external communities learn, if you like to see that",2020-03-04T03:38:35.890000,Tamil Nadu,59,,,,803324,True,['external'],0.0,"Chennai, Tamil Nadu, India",Business Programs & Operations,
48,United States,Support Engineering,,"Support Engineer, Azure SQL VM (IaaS)","['Las Colinas, Texas, United States', 'Charlotte, North Carolina, United States', 'Fargo, North Dakota, United States']",,,Experienced professionals,en_us,"[{'location': 'Las Colinas, Texas, United States'}, {'location': 'Charlotte, North Carolina, United States'}, {'location': 'Fargo, North Dakota, United States'}]",801834,2020-03-04T19:52:00,,"Support Engineer - Azure SQL VM (IaaS) The Support Engineer is a trusted advisor to IT Professionals, you will have influence over a broad range of solutions that create business value for our",2020-03-04T19:59:57.239000,Texas,60,,,,801834,True,['external'],0.0,"Las Colinas, Texas, United States",Services,
49,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",801526,2020-03-04T20:49:00,,Would you like the satisfaction that comes with keeping every person and organization on the planet protected and productive each month through delivering high quality Windows updates? Do you like to,2020-03-05T00:24:35.246000,Washington,60,,,,801526,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
0,United States,Marketing Communications,,Sr. Integrated Marketing Marcom Planning,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",798908,2020-02-27T20:12:00,,"If you love Consumer Marketing, Technology, and Strategic planning this is the place. The Modern Life and Devices Integrated Marketing Team is revolutionizing how our devices, services and platforms",2020-02-27T20:14:45.113000,Washington,63,,,,798908,True,['external'],0.0,"Redmond, Washington, United States",Marketing,
1,United States,Software Engineering,,Principal Software Engineer Lead,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",795673,2020-02-15T17:30:00,,"The Commerce and Ecosystem division (C+E) in the Cloud &amp; AI group powers commerce for Microsoft&rsquo;s key businesses like Azure, Office 365. The Commerce Partner &amp; Field Experience team",2020-02-15T17:32:33.218000,Washington,65,,,,795673,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
2,United States,Software Engineering,,Sr Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",793339,2020-02-27T00:08:00,,"Do you love new technological challenges and excel at solving them? Do you get excited at the thought of making better software while continuously improving the development, integration and deployment",2020-02-27T20:07:33.365000,Washington,62,,,,793339,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
3,United States,Data & Applied Sciences,,Applied Scientist,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",789755,2020-02-27T06:19:00,,Are you looking for an opportunity to apply your experience and passion for machine learning and/or deep learning to innovations that impact the daily life of tens of millions of users every month?,2020-02-27T21:33:33.564000,Washington,64,,,,789755,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
4,United States,Software Engineering,,Principal Software Engineer Manager - CTJ,"['Reston, Virginia, United States', 'Elkridge, Maryland, United States']",,,Experienced professionals,en_us,"[{'location': 'Reston, Virginia, United States'}, {'location': 'Elkridge, Maryland, United States'}]",779251,2020-02-17T19:28:00,,"*This job is available in any of the locations &ndash; Elkridge MD and Reston VA Are you someone with passion for technology, engineering excellence and quality? Are you looking for work on",2020-02-17T19:50:54.275000,Virginia,66,,,,779251,True,['external'],0.0,"Reston, Virginia, United States",Engineering,
5,United States,Software Engineering,,Senior Software Engineer - CTJ,"['Reston, Virginia, United States', 'Elkridge, Maryland, United States']",,,Experienced professionals,en_us,"[{'location': 'Reston, Virginia, United States'}, {'location': 'Elkridge, Maryland, United States'}]",776547,2020-02-23T08:58:00,,"*This job is available in any of the locations &ndash; Elkridge MD and Reston VA Are you someone with passion for technology, engineering excellence and quality? Are you looking for work on",2020-02-25T16:28:06.502000,Virginia,64,,,,776547,True,['external'],0.0,"Reston, Virginia, United States",Engineering,
6,United States,Program Management,,"Sr. Program Manager, Spares","['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",804517,2020-03-05T15:02:00,,"Are you passionate about the Cloud and looking for an opportunity to make a long-term impact on Microsoft&rsquo;s future by delivering the best Cloud with the best customer experience? If so, this is",2020-03-05T15:07:37.589000,Washington,63,,,,804517,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
7,United States,Software Engineering,,Software Engineer,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",744585,2020-02-27T20:45:00,,"Microsoft Teams is the hub for teamwork in Office 365 that integrates all the people, content, and tools your team needs to be more engaged and effective. It is core to Microsoft&rsquo;s modern work,",2020-03-05T15:13:31.817000,Washington,60,,,,744585,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
8,United States,Business Operations & Program Management,,Business Planning Lead,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",802616,2020-03-05T16:31:00,,"Do you want to play a significant role in the business planning and strategy across the US Commercial business? Do you have a passion for leading across critical functions such as sales, marketing,",2020-03-05T16:33:06.391000,Washington,64,,,,802616,True,['external'],0.0,"Bellevue, Washington, United States",Business Programs & Operations,
9,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",769826,2020-03-04T01:08:00,,"Do you want to build highly scalable and reliable services that processes video content? Do you want to work in the fast-paced video industry where innovation, agility, and constant growth mindset are",2020-03-04T01:53:35.010000,Washington,64,,,,769826,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
10,Japan,Support Engineering,,Support Engineer - ABRS (Azure Backup / Azure Site Recovery / SC DPM),"['Tokyo, Tokyo-to, Japan']",,,Experienced professionals,en_us,"[{'location': 'Tokyo, Tokyo-to, Japan'}]",731008,2020-02-29T14:40:00,,"The vision of the Customer Support Services (CSS) organization is about being relentless in the pursuit of truly exceptional customer experiences. We aspire to deliver to, ""Deliver a customer",2020-03-04T04:31:35.618000,Tokyo-to,58,,,,731008,True,['external'],0.0,"Tokyo, Tokyo-to, Japan",Services,
11,United States,Software Engineering,,Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",794782,2020-03-04T06:39:00,,We are looking for a highly motivated engineer who can help us expand the current Intune offering with new innovative services that focus on information security.We are a group of supportive team,2020-03-04T06:44:01.653000,Washington,61,,,,794782,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
12,Costa Rica,Support Engineering,,Support Engineering Manager,"['San Jose, San José, Costa Rica']",,,Experienced professionals,en_us,"[{'location': 'San Jose, San José, Costa Rica'}]",767003,2020-02-28T15:24:00,,Customer Service &amp; Support&bull; Do you want to empower every person and every organization on the planet to achieve more? &bull; Do you want to work in an open and inclusive environment where,2020-03-03T23:51:38.861000,San José,60,,,,767003,True,['external'],0.0,"San Jose, San José, Costa Rica",Services,
13,United States,Program Management,,Senior Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",724730,2020-02-24T08:45:00,,Are you excited to build great online customer experiences? Do you want to be part of a supportive team that is focused on helping people worldwide achieve more? Come join Commerce&rsquo;s Commercial,2020-02-25T02:03:34.324000,Washington,63,,,,724730,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
14,United States,Product Marketing,,Sr. Product Marketing Manager Compliance Product Marketing,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",802582,2020-03-03T23:46:00,,Sr. Product Marketing Manager | Compliance Product MarketingDo you want to work on the business that is a key growth area for Microsoft and solving for a challenge that is top of mind for customers,2020-03-03T23:48:33.179000,Washington,64,,,,802582,True,['external'],0.0,"Redmond, Washington, United States",Marketing,
15,Taiwan,Quality & Reliability Engineering,,Failure Analysis Quality Eng,"['Taipei, Taipei City, Taiwan']",,,Experienced professionals,en_us,"[{'location': 'Taipei, Taipei City, Taiwan'}]",800245,2020-03-04T01:48:00,,Microsoft Cloud Hardware Infrastructure Engineering (CHIE) is the team behind Microsoft&rsquo;s expanding Cloud Infrastructure and responsible for powering Microsoft&rsquo;s &ldquo;Intelligent,2020-03-04T01:50:57.250000,Taipei City,62,,,,800245,True,['external'],0.0,"Taipei, Taipei City, Taiwan",Hardware Manufacturing Engineering,
16,United States,Customer & Partner Experience,,Relationship Manager,"['Charlotte, North Carolina, United States']",,,Experienced professionals,en_us,"[{'location': 'Charlotte, North Carolina, United States'}]",800683,2020-03-04T01:42:00,,"Your focus is to support customers deploying to the Microsoft Cloud. As a Relationship Manager, you will represent Microsoft in communications via phone, email, or web to assist customers in deploying",2020-03-04T01:45:33.993000,North Carolina,60,,,,800683,True,['external'],0.0,"Charlotte, North Carolina, United States",Business Programs & Operations,
17,United States,Design,,Designer 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",802593,2020-03-04T01:25:00,,"We're looking for an experienced designer to help us transform Microsoft's UX culture and beyond through innovative tools. You'll be leading UX design for HITS, Microsoft&rsquo;s Human Insight",2020-03-04T01:28:01.713000,Washington,61,,,,802593,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
18,India,Software Engineering,,Senior Software Engineer,"['Hyderabad, Telangana, India']",,,Experienced professionals,en_us,"[{'location': 'Hyderabad, Telangana, India'}]",355413,2020-03-03T19:56:00,,"About Microsoft AI &amp; Research Org AI &amp; Research is a new group formed at Microsoft solving to accelerate our innovation in AI, and to enable Microsoft to create truly intelligent systems and",2020-03-04T10:06:33.108000,Telangana,63,,,,355413,True,['external'],0.0,"Hyderabad, Telangana, India",Engineering,
19,Czech Republic,Software Engineering,,Software Engineer,"['Prague, Prague, Czech Republic']",,,Experienced professionals,en_us,"[{'location': 'Prague, Prague, Czech Republic'}]",803351,2020-03-04T10:45:00,,"Our team is responsible for modern meetings experiences in Microsoft Teams product, and we are focusing on delivering the best in class audio and video meeting experiences, and very passionate about",2020-03-04T10:47:33.434000,Prague,61,,,,803351,True,['external'],0.0,"Prague, Prague, Czech Republic",Engineering,
20,Israel,Software Engineering,,Senior Software Engineer - Microsoft Defender Advanced Threat Protection,"['Haifa, Haifa, Israel', 'Nazareth, Northern, Israel']",,,Experienced professionals,en_us,"[{'location': 'Haifa, Haifa, Israel'}, {'location': 'Nazareth, Northern, Israel'}]",777979,2020-03-04T08:17:00,,"Even the best endpoint defenses will be breached eventually, as cyberattacks become more sophisticated and targeted. Our team merges talented people of various disciplines &ndash; cyber experts,",2020-03-04T08:19:33.749000,Haifa,63,,,,777979,True,['external'],0.0,"Haifa, Haifa, Israel",Engineering,
21,United States,Fin Plan & Analysis & Controllership,,Customer Advocacy and Service Delivery Specialist,"['Atlanta, Georgia, United States']",,,Experienced professionals,en_us,"[{'location': 'Atlanta, Georgia, United States'}]",788757,2020-02-06T01:15:00,,"Global Financial Services (GFS) support the digital transformation journey of Microsoft&rsquo;s customers, partners &amp; vendors by providing competitive credit and payment solutions to support",2020-02-06T04:54:53.553000,Georgia,61,,,,788757,True,['external'],0.0,"Atlanta, Georgia, United States",Finance,
